@relation 'FIROModality: -C 18'

@attribute text string
@attribute 'Internal Programme_Class' {0,1}
@attribute Enforcement_Class {0,1}
@attribute Defence_Class {0,1}
@attribute 'Training and Education_Class' {0,1}
@attribute Registration_Class {0,1}
@attribute Obligation_Class {0,1}
@attribute Interpretation_Class {0,1}
@attribute Other_Class {0,1}
@attribute Reporting_Class {0,1}
@attribute Disclosure_Class {0,1}
@attribute 'Suspicious Activity Reporting_Class' {0,1}
@attribute 'Record Keeping_Class' {0,1}
@attribute Penalty_Class {0,1}
@attribute 'Review and Appeal Procedure_Class' {0,1}
@attribute Supervision_Class {0,1}
@attribute Prohibition_Class {0,1}
@attribute Monitoring_Class {0,1}
@attribute 'Customer Identification and Verification_Class' {0,1}

@data
'7\n\nWhere a warrant is issued by a justice under paragraph (1) or (5) on the basis of information given by an officer of the Authority, for �€œan officer�€� in paragraph (6) substitute �€œa constable�€�.\n\n\n\n8\n\nIn paragraphs (1), (5) and (7), �€œjustice�€� means�€”\n\na\n\nin relation to England and Wales, a justice of the peace;\n\n\nb\n\nin relation to Scotland, a justice within the meaning of section 307 of the Criminal Procedure (Scotland) Act 1995 (interpretation);\n\n\nc\n\nin relation to Northern Ireland, a lay magistrate.\n\n\n\n\n9\n\nIn the application of this regulation to Scotland, the references in paragraphs (1) and (5) to information on oath are to be read as references to evidence on oath.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Failure to comply with information requirement\n\n40\n\n\n1\nIf, on an application made by�€”\n\na\n\na designated authority; or\n\n\nb\n\na local weights and measures authority or DETI pursuant to arrangements made with the OFT�€”\n\ni\n\nby or on behalf of the authority; or\n\n\nii\n\nby DETI,\n\n\nit appears to the court that a person (the �€œinformation defaulter�€�) has failed to do something that he was required to do under regulation 37(1), the court may make an order under this regulation.\n\n\n\n2\n\nAn order under this regulation may require the information defaulter�€”\n\na\n\nto do the thing that he failed to do within such period as may be specified in the order;\n\n\nb\n\notherwise to take such steps to remedy the consequences of the failure as may be so specified.\n\n\n\n\n3\n\nIf the information defaulter is a body corporate, a partnership or an unincorporated body of persons which is not a partnership, the order may require any officer of the body corporate, partnership or body, who is (wholly or partly) responsible for the failure to meet such costs of the application as are specified in the order.\n\n\n\n4\n\nIn this regulation, �€œcourt�€� means�€”\n\na\n\nin England and Wales and Northern Ireland, the High Court or the county court;\n\n\nb\n\nin Scotland, the Court of Session or the sheriff.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
'Powers of relevant officers\n\n41\n\n\n1\nA relevant officer may only exercise powers under regulations 37 to 39 pursuant to arrangements made with the OFT�€”\n\na\n\nby or on behalf of the local weights and measures authority of which he is an officer (�€œhis authority�€�); or\n\n\nb\n\nby DETI.\n\n\n\n\n2\n\nAnything done or omitted to be done by, or in relation to, a relevant officer in the exercise or purported exercise of a power in this Part shall be treated for all purposes as having been done or omitted to be done by, or in relation to, an officer of the OFT.\n\n\n\n3\n\nParagraph (2) does not apply for the purposes of any criminal proceedings brought against the relevant officer, his authority, DETI or the OFT, in respect of anything done or omitted to be done by the officer.\n\n\n\n4\n\nA relevant officer shall not disclose to any person other than the OFT and his authority or, as the case may be, DETI information obtained by him in the exercise of such powers unless�€”\n\na\n\nhe has the approval of the OFT to do so; or\n\n\nb\n\nhe is under a duty to make the disclosure.',1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
'Civil penalties, review and appeals\n\nPower to impose civil penalties\n\n42\n\n\n1\nA designated authority may impose a penalty of such amount as it considers appropriate on a relevant person who fails to comply with any requirement in regulation 7(1), (2) or (3), 8(1) or (3), 9(2), 10(1), 11(1), 14(1), 15(1) or (2), 16(1), (2), (3) or (4), 19(1), (4), (5) or (6), 20(1), (4) or (5), 21, 26 , 27(4) or 33 or a direction made under regulation 18 and, for this purpose, �€œappropriate�€� means effective, proportionate and dissuasive.\n\n\n\n2\n\nThe designated authority must not impose a penalty on a person under paragraph (1) where there are reasonable grounds for it to be satisfied that the person took all reasonable steps and exercised all due diligence to ensure that the requirement would be complied with.\n\n\n\n3\n\nIn deciding whether a person has failed to comply with a requirement of these Regulations, the designated authority must consider whether he followed any relevant guidance which was at the time�€”\n\na\n\nissued by a supervisory authority or any other appropriate body;\n\n\nb\n\napproved by the Treasury; and\n\n\nc\n\npublished in a manner approved by the Treasury as suitable in their opinion to bring the guidance to the attention of persons likely to be affected by it.\n\n\n\n\n4\n\nIn paragraph (3), an �€œappropriate body�€� means any body which regulates or is representative of any trade, profession, business or employment carried on by the alleged offender.\n\n\n\n5\n\nWhere the Commissioners decide to impose a penalty under this regulation, they must give the person notice of�€”\n\na\n\ntheir decision to impose the penalty and its amount;\n\n\nb\n\nthe reasons for imposing the penalty;\n\n\nc\n\nthe right to a review under regulation 43 ; and\n\n\nd\n\nthe right to appeal under regulation 44(1)(a) .\n\n\n\n\n6\n\nWhere the Authority, the OFT or DETI proposes to impose a penalty under this regulation, it must give the person notice of�€”\n\na\n\nits proposal to impose the penalty and the proposed amount;\n\n\nb\n\nthe reasons for imposing the penalty; and\n\n\nc\n\nthe right to make representations to it within a specified period (which may not be less than 28 days).\n\n\n\n\n7\n\nThe Authority, the OFT or DETI, as the case may be, must then decide, within a reasonable period, whether to impose a penalty under this regulation and it must give the person notice of�€”\n\na\n\nits decision not to impose a penalty; or\n\n\nb\n\nthe following matters�€”\n\ni\n\nits decision to impose a penalty and the amount;\n\n\nii\n\nthe reasons for its decision; and\n\n\niii\n\nthe right to appeal under regulation 44(1)(b) .\n\n\n\n\n\n8\n\nA penalty imposed under this regulation is payable to the designated authority which imposes it.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
'Review procedure\n\n43\n\n\n1\nThis regulation applies to decisions of the Commissioners made under�€”\n\na\n\nregulation 29 , to refuse to register an applicant;\n\n\nb\n\nregulation 30 , to cancel the registration of a registered person; and\n\n\nc\n\nregulation 42, to impose a penalty.\n\n\n\n\n2\n\nAny person who is the subject of a decision to which this regulation applies may by notice to the Commissioners require them to review that decision.\n\n\n\n3\n\nThe Commissioners need not review any decision unless the notice requiring the review is given within 45 days beginning with the date on which they first gave notice of the decision to the person requiring the review.\n\n\n\n4\n\nWhere the Commissioners are required under this regulation to review any decision they must either�€”\n\na\n\nconfirm the decision; or\n\n\nb\n\nwithdraw or vary the decision and take such further steps (if any) in consequence of the withdrawal or variation as they consider appropriate.\n\n\n\n\n5\n\nWhere the Commissioners do not, within 45 days beginning with the date on which the review was required by a person, give notice to that person of their determination of the review, they are to be taken for the purposes of these Regulations to have confirmed the decision.',1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
'Appeals\n\n44\n\n\n1\nA person may appeal from a decision by�€”\n\na\n\nthe Commissioners on a review under regulation 43 ; and\n\n\nb\n\nthe Authority, the OFT or DETI under regulation 34 or 42.\n\n\n\n\n2\n\nAn appeal from a decision by�€”\n\na\n\nthe Commissioners is to a VAT and duties tribunal ;\n\n\nb\n\nthe Authority is to the Financial Services and Markets Tribunal ;\n\n\nc\n\nthe OFT is to the Consumer Credit Appeals Tribunal ; and\n\n\nd\n\nDETI is to the High Court.\n\n\n\n\n3\n\nThe provisions of Part 5 of the Value Added Tax Act 1994 (appeals), subject to the modifications set out in paragraph 1 of Schedule 5, apply in respect of appeals to a VAT and duties tribunal made under this regulation as they apply in respect of appeals made to such a tribunal under section 83 (appeals) of that Act.\n\n\n\n4\n\nThe provisions of Part 9 of the 2000 Act (hearings and appeals), subject to the modifications set out in paragraph 2 of Schedule 5, apply in respect of appeals to the Financial Services and Markets Tribunal made under this regulation as they apply in respect of references made to that Tribunal under that Act.\n\n\n\n5\n\nSections 40A (the Consumer Credit Appeals Tribunal), 41 (appeals to the Secretary of State under Part 3) and 41A (appeals from the Consumer Credit Appeals Tribunal) of the Consumer Credit Act 1974 apply in respect of appeals to the Consumer Credit Appeal Tribunal made under this regulation as they apply in respect of appeals made to that Tribunal under section 41 of that Act.\n\n\n\n6\n\nA VAT and duties tribunal hearing an appeal under paragraph (2) has the power to�€”\n\na\n\nquash or vary any decision of the supervisory authority, including the power to reduce any penalty to such amount (including nil) as they think proper; and\n\n\nb\n\nsubstitute their own decision for any decision quashed on appeal.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'7\n\nNotwithstanding paragraph (2)(c), until the coming into force of section 55 of the Consumer Credit Act 2006 (the Consumer Credit Appeals Tribunal), an appeal from a decision by the OFT is to the Financial Services and Markets Tribunal and, for these purposes, the coming into force of that section shall not affect�€”\n\na\n\nthe hearing and determination by the Financial Service and Markets Tribunal of an appeal commenced before the coming into force of that section (�€œthe original appeal�€�); or\n\n\nb\n\nany appeal against the decision of the Financial Services and Markets Tribunal with respect to the original appeal.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'7\n\nNotwithstanding paragraph (2)(c), until the coming into force of section 55 of the Consumer Credit Act 2006 (the Consumer Credit Appeals Tribunal), an appeal from a decision by the OFT is to the Financial Services and Markets Tribunal and, for these purposes, the coming into force of that section shall not affect�€”\n\na\n\nthe hearing and determination by the Financial Service and Markets Tribunal of an appeal commenced before the coming into force of that section (�€œthe original appeal�€�); or\n\n\nb\n\nany appeal against the decision of the Financial Services and Markets Tribunal with respect to the original appeal.\n\n\n\n\n8\n\nThe modifications in Schedule 5 have effect for the purposes of appeals made under this regulation.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Criminal offences\n\nOffences\n\n45\n\n\n1\nA person who fails to comply with any requirement in regulation 7(1), (2) or (3), 8(1) or (3), 9(2), 10(1), 11(1)(a), (b) or (c), 14(1), 15(1) or (2), 16(1), (2), (3) or (4), 19(1), (4), (5) or (6), 20(1), (4) or (5), 21, 26 , 27(4) or 33 , or a direction made under regulation 18 , is guilty of an offence and liable�€”\n\na\n\non summary conviction, to a fine not exceeding the statutory maximum;\n\n\nb\n\non conviction on indictment, to imprisonment for a term not exceeding two years, to a fine or to both.\n\n\n\n\n2\n\nIn deciding whether a person has committed an offence under paragraph (1), the court must consider whether he followed any relevant guidance which was at the time�€”\n\na\n\nissued by a supervisory authority or any other appropriate body;\n\n\nb\n\napproved by the Treasury; and\n\n\nc\n\npublished in a manner approved by the Treasury as suitable in their opinion to bring the guidance to the attention of persons likely to be affected by it.\n\n\n\n\n3\n\nIn paragraph (2), an �€œappropriate body�€� means any body which regulates or is representative of any trade, profession, business or employment carried on by the alleged offender.\n\n\n\n4\n\nA person is not guilty of an offence under this regulation if he took all reasonable steps and exercised all due diligence to avoid committing the offence.\n\n\n\n5\n\nWhere a person is convicted of an offence under this regulation, he shall not also be liable to a penalty under regulation 42.',1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
'Prosecution of offences\n\n46\n\n\n1\nProceedings for an offence under regulation 45 may be instituted by�€”\n\na\n\nthe Director of Revenue and Customs Prosecutions or by order of the Commissioners;\n\n\nb\n\nthe OFT;\n\n\nc\n\na local weights and measures authority;\n\n\nd\n\nDETI;\n\n\ne\n\nthe Director of Public Prosecutions; or\n\n\nf\n\nthe Director of Public Prosecutions for Northern Ireland.\n\n\n\n\n2\n\nProceedings for an offence under regulation 45 may be instituted only against a relevant person or, where such a person is a body corporate, a partnership or an unincorporated association, against any person who is liable to be proceeded against under regulation 47 .\n\n\n\n3\n\nWhere proceedings under paragraph (1) are instituted by order of the Commissioners, the proceedings must be brought in the name of an officer of Revenue and Customs.\n\n\n\n4\n\nWhere a local weights and measures authority in England or Wales proposes to institute proceedings for an offence under regulation 45 it must give the OFT notice of the intended proceedings, together with a summary of the facts on which the charges are to be founded.\n\n\n\n5\n\nA local weights and measures authority must also notify the OFT of the outcome of the proceedings after they are finally determined.\n\n\n\n6\n\nA local weights and measures authority must, whenever the OFT requires, report in such form and with such particulars as the OFT requires on the exercise of its functions under these Regulations.\n\n\n\n7\n\nWhere the Commissioners investigate, or propose to investigate, any matter with a view to determining�€”\n\na\n\nwhether there are grounds for believing that an offence under regulation 45 has been committed by any person; or\n\n\nb\n\nwhether such a person should be prosecuted for such an offence,\n\nthat matter is to be treated as an assigned matter within the meaning of section 1(1) of the Customs and Excise Management Act 1979 .\n\n\n\n8\n\nParagraphs (1) and (3) to (6) do not extend to Scotland.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
